title,link,watched
Урок 456. Движение микрообъекта в одномерной бесконечно глубокой потенциальной яме,https://www.youtube.com/watch?v=YI0I7ZvnF9w&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=457,No
Урок 457. Соотношение неопределенностей,https://www.youtube.com/watch?v=kjJ3XA8kO9Y&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=458,No
Урок 458. Задачи на соотношение неопределенностей,https://www.youtube.com/watch?v=vLqPFP2STRQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=459,No
Урок 459. Обзор квантовой теории атома водорода,https://www.youtube.com/watch?v=yKKTJvIT3bA&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=460,No
"Урок 460. ""Портрет"" атома водорода. Многоэлектронные атомы",https://www.youtube.com/watch?v=ZtY8ekNp-7Q&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=461,No
Урок 461. Периодическая система элементов часть 1,https://www.youtube.com/watch?v=-pvp7V1c47s&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=462,No
Урок 462. Периодическая система элементов часть 2,https://www.youtube.com/watch?v=mFOA7CcUu0o&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=463,No
Урок 463. Вынужденное излучение. Лазеры,https://www.youtube.com/watch?v=eq_UeRg5gGI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=464,No
"Урок 464. Открытие естественной радиоактивности. Альфа-, бета- и гамма-излучение",https://www.youtube.com/watch?v=OlW22u3mPvM&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=465,No
Урок 465. Методы регистрации элементарных частиц (часть 1),https://www.youtube.com/watch?v=K7FTtWuj0MQ&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=466,No
Урок 466. Методы регистрации элементарных частиц (часть 2),https://www.youtube.com/watch?v=1gFmU_kutqI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=467,No
Урок 467. Радиоактивные превращения. Правила смещения Содди,https://www.youtube.com/watch?v=tWUPw4TsVG8&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=468,No
Урок 468. Закон радиоактивного распада,https://www.youtube.com/watch?v=u-tK_yUCs00&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=469,No
Урок 469. Задачи на закон радиоактивного распада,https://www.youtube.com/watch?v=sAW1MxBsNYs&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=470,No
Урок 470. Открытие нейтрона. Протонно-нейтронная модель ядра,https://www.youtube.com/watch?v=VyP7qBJDL80&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=471,No
Урок 471. Ядерные реакции. Энергетический выход ядерной реакции,https://www.youtube.com/watch?v=4lveg8E5WX0&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=472,No
Урок 472. Реакция деления ядер урана. Ядерная энергетика,https://www.youtube.com/watch?v=ONZMlYvsXuI&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=473,No
Урок 473. Термоядерная реакция,https://www.youtube.com/watch?v=UCSTfBfN-5M&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=474,No
Урок 474. Элементарные частицы. Позитрон. Нейтрино,https://www.youtube.com/watch?v=DrpDqSD8DJY&list=PL1Us50cZo25m2FDcpykgjCCZQ3SFAsG3y&index=475,No
